event id,guest name,event type,event date,event cost,event state
1439,Christy Brittain,Meal,2024-03-07,148,Idaho
1440,Christy Brittain,Concert,2023-09-16,93,Maine
1441,Christy Brittain,Concert,2024-03-11,56,Pennsylvania
1442,Carol Triggs,Meal,2024-05-15,140,North Carolina
1443,Carol Triggs,Meal,2024-09-30,181,Connecticut
1444,Carol Triggs,Sport,2023-08-21,129,Oklahoma
1445,Carol Triggs,Sport,2023-12-23,191,Washington
1446,Carol Triggs,Concert,2024-11-05,136,Minnesota
1447,Jay Kimmel,Party,2024-11-16,176,Hawaii
1448,Jay Kimmel,Party,2024-05-09,56,Kentucky
1449,Jay Kimmel,Meal,2023-04-20,101,Missouri
1450,Nathan Cano,Concert,2024-05-08,54,Arizona
1451,Nathan Cano,Concert,2023-09-17,78,Minnesota
1452,Susan Pistek,Concert,2024-03-01,131,New York
1453,Susan Pistek,Sport,2024-01-16,191,Rhode Island
1454,Susan Pistek,Sport,2024-06-21,77,Wisconsin
1455,Susan Pistek,Party,2023-10-11,65,Connecticut
1456,Gene McClure,Concert,2024-07-05,110,Mississippi
1457,Gene McClure,Concert,2023-02-17,188,Hawaii
1458,Gene McClure,Concert,2023-07-26,197,Tennessee
1459,Gene McClure,Sport,2024-04-20,143,Oregon
1460,Gene McClure,Meal,2024-08-28,142,Rhode Island
1461,Doug Jacobs,Meal,2023-02-16,88,Utah
1462,Doug Jacobs,Party,2023-11-18,147,Texas
1463,Shirley Jackson,Concert,2023-12-19,170,Nevada
1464,Shirley Jackson,Concert,2024-11-16,102,Arizona
1465,Shirley Jackson,Meal,2024-03-23,178,Georgia
1466,Kristen Hastings,Sport,2023-06-25,121,Tennessee
1467,Joy Daniels,Sport,2024-10-05,137,South Carolina
1468,Joy Daniels,Meal,2023-05-19,110,Wisconsin
1469,Joy Daniels,Sport,2024-01-18,167,Missouri
1470,Claire Gute,Meal,2023-10-04,63,Idaho
1471,Claire Gute,Sport,2024-01-29,175,New Hampshire
1472,Claire Gute,Party,2024-09-24,119,New Hampshire
1473,Claire Gute,Concert,2024-03-16,77,South Carolina
1474,Claire Gute,Sport,2024-02-16,134,Indiana
1475,Kelly Williams,Sport,2024-09-26,133,Georgia
1476,Kelly Williams,Sport,2024-06-26,92,Vermont
1477,Kelly Williams,Meal,2023-10-07,155,Virginia
1478,Kelly Williams,Meal,2024-10-04,110,Oklahoma
1479,Becky Castell,Concert,2023-04-17,143,New Jersey
1480,Becky Castell,Concert,2023-06-13,156,New York
1481,Becky Castell,Meal,2024-01-07,55,Georgia
1482,Becky Castell,Sport,2024-08-07,158,Alabama
1483,Becky Castell,Concert,2024-09-09,142,South Dakota
1484,Brendan Murry,Meal,2024-11-28,73,Arkansas
1485,Brendan Murry,Meal,2024-02-09,118,Utah
1486,Brendan Murry,Meal,2024-11-08,170,New Mexico
1487,Brendan Murry,Meal,2024-10-06,87,Nebraska
1488,Brendan Murry,Meal,2024-09-26,95,Kansas
1489,Ellis Ballard,Meal,2024-02-01,140,Indiana
1490,Ellis Ballard,Meal,2024-02-23,137,Connecticut
1491,Ellis Ballard,Concert,2024-10-18,181,Iowa
1492,Ellis Ballard,Concert,2024-07-08,187,Florida
1493,Hilary Holden,Sport,2024-12-18,139,New Hampshire
1494,Hilary Holden,Sport,2023-11-26,127,West Virginia
1495,Kelly Collister,Meal,2024-03-05,136,Kentucky
1496,Kelly Collister,Party,2024-07-05,139,Maryland
1497,Kelly Collister,Concert,2024-04-25,185,Tennessee
1498,Kelly Collister,Sport,2024-09-08,100,Kentucky
1499,Sean Miller,Concert,2024-05-24,152,Washington
1500,Sean Miller,Sport,2024-04-01,145,Wisconsin
1501,Sean Miller,Sport,2023-10-06,88,New Jersey
1502,Mathew Reese,Party,2024-10-24,114,Georgia
1503,Mathew Reese,Party,2023-07-05,169,Colorado
1504,Mathew Reese,Sport,2024-11-08,55,West Virginia
1505,Mathew Reese,Concert,2024-08-16,161,South Carolina
1506,Erica Bern,Concert,2023-04-11,135,Maine
1507,Erica Bern,Party,2023-05-19,103,Delaware
1508,Erica Bern,Sport,2023-07-10,172,Kansas
1509,Erica Bern,Party,2023-04-05,168,Arizona
1510,Ken Lonsdale,Meal,2024-05-19,162,Oregon
1511,Henry Goldwyn,Sport,2023-03-29,136,Florida
1512,Henry Goldwyn,Concert,2024-05-29,164,Connecticut
1513,Henry Goldwyn,Party,2023-10-27,55,Oregon
1514,Zuschuss Donatelli,Sport,2024-11-26,155,Utah
1515,Zuschuss Donatelli,Concert,2023-03-08,129,Connecticut
1516,Zuschuss Donatelli,Sport,2023-06-14,196,Connecticut
1517,Zuschuss Donatelli,Meal,2024-04-10,55,North Carolina
1518,Zuschuss Donatelli,Sport,2024-09-02,135,New Mexico
1519,Ralph Ritter,Meal,2023-10-24,102,Virginia
1520,Ralph Ritter,Sport,2023-01-08,73,Illinois
1521,Ralph Ritter,Sport,2024-07-15,167,Minnesota
1522,Brosina Hoffman,Sport,2023-10-11,199,North Carolina
1523,Brosina Hoffman,Party,2023-09-30,168,Nebraska
1524,Brosina Hoffman,Party,2023-05-19,120,West Virginia
1525,Brosina Hoffman,Meal,2023-10-23,111,Pennsylvania
1526,Brosina Hoffman,Sport,2024-12-21,137,Hawaii
1527,Rick Wilson,Party,2024-11-09,139,Nevada
1528,Raymond Messe,Party,2023-07-30,139,Oregon
1529,Raymond Messe,Sport,2023-05-05,144,Massachusetts
1530,Raymond Messe,Sport,2024-03-13,56,South Dakota
1531,Raymond Messe,Concert,2023-06-02,165,Texas
1532,Brenda Bowman,Meal,2024-01-27,188,Virginia
1533,Brenda Bowman,Meal,2024-09-24,134,Maryland
1534,Brenda Bowman,Concert,2024-10-24,77,Nebraska
1535,Brenda Bowman,Party,2023-07-20,124,North Carolina
1536,Brenda Bowman,Meal,2023-08-27,123,Connecticut
1537,Beth Thompson,Concert,2023-07-30,129,Alaska
1538,Adam Bellavance,Meal,2024-07-30,107,Indiana
1539,Adam Bellavance,Meal,2024-07-03,54,Nevada
1540,Adam Bellavance,Sport,2024-04-16,150,Virginia
1541,Adam Bellavance,Concert,2023-05-03,106,Alaska
1542,Russell Applegate,Meal,2023-09-09,86,Virginia
1543,Angele Hood,Meal,2023-03-11,164,Minnesota
1544,Joseph Holt,Meal,2024-12-07,134,Alaska
1545,Joseph Holt,Meal,2024-09-18,133,Nevada
1546,Joseph Holt,Concert,2023-01-05,107,Michigan
1547,Saphhira Shifley,Meal,2024-12-29,86,Arizona
1548,Saphhira Shifley,Sport,2024-05-13,187,Washington
1549,Saphhira Shifley,Sport,2023-08-16,140,Iowa
1550,Saphhira Shifley,Meal,2023-11-14,77,West Virginia
1551,Saphhira Shifley,Party,2023-07-06,102,Virginia
1552,Nick Radford,Sport,2023-04-16,110,Kansas
1553,Nick Radford,Sport,2024-09-23,197,Illinois
1554,Roger Barcio,Sport,2024-02-18,140,Maine
1555,Dorothy Badders,Sport,2023-12-07,88,Rhode Island
1556,Dorothy Badders,Sport,2023-06-02,132,Idaho
1557,Dorothy Badders,Concert,2024-01-21,65,Rhode Island
1558,Dorothy Badders,Sport,2023-07-26,60,Massachusetts
1559,Dorothy Badders,Sport,2023-06-17,141,California
1560,Dennis Pardue,Concert,2023-07-30,162,Rhode Island
1561,Dennis Pardue,Meal,2024-05-19,198,Arkansas
1562,Dennis Pardue,Sport,2024-12-11,82,Oregon
1563,Kalyca Meade,Concert,2024-03-31,165,West Virginia
1564,Kalyca Meade,Concert,2023-05-16,74,Mississippi
1565,Kalyca Meade,Meal,2024-01-19,182,Wyoming
1566,Kalyca Meade,Sport,2024-09-17,200,Illinois
1567,Charles Crestani,Sport,2024-12-07,109,Georgia
1568,Charles Crestani,Sport,2024-12-15,156,Louisiana
1569,Dorothy Dickinson,Meal,2023-04-08,125,Missouri
1570,Dorothy Dickinson,Meal,2024-05-28,62,Florida
1571,Dorothy Dickinson,Meal,2024-09-03,71,Arkansas
1572,Dorothy Dickinson,Concert,2024-01-11,94,Ohio
1573,Dorothy Dickinson,Meal,2023-09-22,63,Alabama
1574,Anne Pryor,Sport,2023-11-21,188,New Hampshire
1575,Anne Pryor,Sport,2024-10-18,54,Rhode Island
1576,Adrian Hane,Meal,2023-08-03,188,North Dakota
1577,Adrian Hane,Meal,2024-05-22,79,Utah
1578,Adrian Hane,Sport,2024-04-10,141,Texas
1579,Adrian Hane,Sport,2024-09-23,95,Virginia
1580,Barry Gonzalez,Sport,2023-05-21,175,North Carolina
1581,Barry Gonzalez,Sport,2024-07-23,90,Minnesota
1582,Matt Collins,Meal,2024-12-05,145,Ohio
1583,Bill Tyler,Concert,2024-06-12,162,Washington
1584,Bill Tyler,Sport,2023-02-12,108,Nebraska
1585,Bill Tyler,Meal,2024-05-16,142,Pennsylvania
1586,Bill Tyler,Sport,2024-11-21,127,South Dakota
1587,Kean Nguyen,Concert,2023-04-06,139,New Hampshire
1588,Kean Nguyen,Sport,2023-01-23,173,Alabama
1589,Kean Nguyen,Sport,2023-11-08,100,Tennessee
1590,Aaron Smayling,Party,2024-06-02,183,Pennsylvania
1591,Aaron Smayling,Sport,2024-05-18,87,Hawaii
1592,Aaron Smayling,Sport,2023-11-04,156,South Carolina
1593,Berenike Kampe,Party,2024-01-01,85,Alaska
1594,Berenike Kampe,Meal,2023-04-04,66,South Dakota
1595,Berenike Kampe,Sport,2023-11-07,54,Virginia
1596,Berenike Kampe,Meal,2023-05-25,192,Indiana
1597,Joel Jenkins,Party,2024-08-12,113,Mississippi
1598,Joel Jenkins,Party,2023-10-17,176,Missouri
1599,Joel Jenkins,Sport,2023-12-25,120,Kentucky
1600,Tony Molinari,Concert,2024-05-29,124,Maryland
1601,Tony Molinari,Sport,2023-04-07,180,Wyoming
1602,Tony Molinari,Sport,2023-06-22,87,Idaho
1603,Tony Molinari,Sport,2024-01-29,121,Illinois
1604,Tony Molinari,Meal,2023-07-10,161,Louisiana
1605,Frank Gastineau,Sport,2024-03-13,137,Rhode Island
1606,Frank Gastineau,Sport,2023-01-13,145,Vermont
1607,Frank Gastineau,Party,2023-03-28,79,Alaska
1608,Frank Gastineau,Concert,2023-11-04,65,California
1609,Allen Armold,Sport,2024-07-26,67,Arkansas
1610,Michael Dominguez,Sport,2023-07-18,73,Illinois
1611,Carlos Meador,Sport,2023-06-27,178,Nebraska
1612,Carlos Meador,Sport,2024-01-27,173,New York
1613,Carlos Meador,Sport,2023-01-17,181,Idaho
1614,Kunst Miller,Party,2023-05-23,81,Louisiana
1615,Bill Donatelli,Sport,2024-01-28,200,Massachusetts
1616,Bill Donatelli,Concert,2024-08-07,105,Oregon
1617,Bill Donatelli,Sport,2023-08-07,145,Virginia
1618,Bill Donatelli,Concert,2024-10-26,197,North Dakota
1619,John Castell,Sport,2024-09-28,138,Kansas
1620,John Castell,Concert,2023-04-24,115,Mississippi
1621,Joy Smith,Sport,2024-06-21,197,Alaska
1622,Joy Smith,Sport,2023-09-11,174,South Carolina
1623,Joy Smith,Party,2023-06-17,131,Arkansas
1624,Joy Smith,Sport,2023-04-17,180,Arkansas
1625,Darren Budd,Sport,2023-01-02,144,South Carolina
1626,Erin Ashbrook,Party,2024-11-02,90,Delaware
1627,Erin Ashbrook,Concert,2023-07-21,92,Minnesota
1628,Erin Ashbrook,Sport,2023-02-21,59,Georgia
1629,Erin Ashbrook,Sport,2023-11-19,193,Indiana
1630,Shahid Hopkins,Sport,2023-08-04,77,Michigan
1631,Shahid Hopkins,Meal,2023-12-25,127,Idaho
1632,Shahid Hopkins,Party,2024-06-18,55,Nevada
1633,Shahid Hopkins,Sport,2023-02-21,165,Tennessee
1634,Sean Christensen,Sport,2024-12-06,96,Maryland
1635,Sean Christensen,Concert,2024-09-27,187,Nevada
1636,Sean Christensen,Sport,2024-07-19,155,Oregon
1637,Sean Christensen,Sport,2024-08-31,196,New Hampshire
1638,Sean Christensen,Concert,2024-03-16,199,Alaska
1639,Toby Ritter,Concert,2023-01-31,64,Maine
1640,Toby Ritter,Sport,2023-03-01,173,Colorado
1641,Sam Craven,Meal,2023-08-18,132,Minnesota
1642,Sam Craven,Sport,2023-10-13,153,New York
1643,Sam Craven,Meal,2024-01-11,157,Kansas
1644,Sam Craven,Sport,2023-12-30,92,North Carolina
1645,Sam Craven,Sport,2023-01-12,60,New Hampshire
1646,Clay Cheatham,Sport,2023-06-10,198,Oregon
1647,Clay Cheatham,Meal,2023-12-21,112,North Carolina
1648,Clay Cheatham,Party,2024-12-12,63,Indiana
1649,Clay Cheatham,Sport,2024-10-23,134,Oklahoma
1650,Beth Fritzler,Sport,2023-10-22,55,Wisconsin
1651,Beth Fritzler,Sport,2024-12-21,79,North Dakota
1652,Beth Fritzler,Concert,2023-09-08,115,Alabama
1653,Beth Fritzler,Meal,2024-05-21,177,New Hampshire
1654,Beth Fritzler,Sport,2024-01-14,129,Virginia
1655,Dorris liebe,Sport,2024-02-27,113,California
1656,Dorris liebe,Meal,2024-10-01,189,Oklahoma
1657,Dorris liebe,Sport,2023-01-20,157,Utah
1658,Lena Creighton,Meal,2024-06-04,56,Michigan
1659,Lena Creighton,Sport,2024-07-23,136,Wyoming
1660,Lena Creighton,Concert,2024-06-16,122,Alabama
1661,Lena Creighton,Sport,2023-09-09,197,Arkansas
1662,Carl Weiss,Meal,2024-05-15,173,Indiana
1663,Carl Weiss,Concert,2023-03-27,65,Virginia
1664,Carl Weiss,Concert,2023-07-30,80,California
1665,Carl Weiss,Sport,2023-03-01,124,New York
1666,Harold Pawlan,Concert,2023-10-05,63,Iowa
1667,Harold Pawlan,Sport,2024-10-28,194,Ohio
1668,Denny Blanton,Sport,2023-05-01,128,Missouri
1669,Jeremy Farry,Sport,2024-03-19,126,Delaware
1670,Jeremy Farry,Concert,2024-02-11,179,Wyoming
1671,Jeremy Farry,Sport,2023-12-12,187,Oregon
1672,Jeremy Farry,Sport,2024-09-03,86,Illinois
1673,Jeremy Farry,Party,2024-05-25,164,New Hampshire
1674,Cynthia Arntzen,Sport,2023-11-08,78,California
1675,Cynthia Arntzen,Sport,2023-02-08,156,Alaska
1676,Alex Grayson,Concert,2023-05-04,170,West Virginia
1677,Alex Grayson,Concert,2023-11-03,188,Utah
1678,Muhammed MacIntyre,Meal,2023-07-29,196,Colorado
1679,Yoseph Carroll,Sport,2023-11-19,72,North Carolina
1680,Yoseph Carroll,Concert,2023-11-16,113,Vermont
1681,Yoseph Carroll,Sport,2023-02-07,123,New York
1682,Philip Brown,Sport,2023-08-10,138,Michigan
1683,Philip Brown,Sport,2024-01-23,108,Vermont
1684,Philip Brown,Sport,2024-03-06,109,Oregon
1685,Philip Brown,Party,2024-02-04,75,Vermont
1686,Philip Brown,Sport,2023-08-28,102,New Mexico
1687,Nat Gilpin,Concert,2023-06-07,159,Arizona
1688,Sheri Gordon,Meal,2023-08-16,103,Colorado
1689,Sheri Gordon,Sport,2024-05-29,178,Maine
1690,Sheri Gordon,Concert,2024-08-05,103,Oregon
1691,Sheri Gordon,Sport,2023-09-12,168,Maine
1692,Sheri Gordon,Concert,2023-09-23,154,Georgia
1693,Craig Carroll,Meal,2023-01-26,104,Oregon
1694,Craig Carroll,Concert,2023-05-14,60,Nebraska
1695,Craig Carroll,Meal,2023-01-24,56,Indiana
1696,Michelle Arnett,Sport,2024-10-25,71,Hawaii
1697,Michelle Arnett,Sport,2024-05-25,114,Ohio
1698,Michelle Arnett,Meal,2023-08-26,91,Washington
1699,Michelle Arnett,Sport,2024-10-21,61,New York
1700,Sarah Brown,Concert,2023-03-14,178,West Virginia
1701,Sarah Brown,Sport,2024-10-30,174,Hawaii
1702,Sarah Brown,Concert,2024-12-10,120,Oregon
1703,Sarah Brown,Sport,2023-01-25,91,South Dakota
1704,Sarah Brown,Meal,2023-08-15,66,Rhode Island
1705,Sam Zeldin,Sport,2024-07-02,176,Delaware
1706,Sam Zeldin,Sport,2024-11-11,54,Connecticut
1707,Roy Collins,Concert,2023-01-12,169,West Virginia
1708,Roy Collins,Sport,2024-11-05,136,Kentucky
1709,Ben Ferrer,Sport,2024-11-29,71,Hawaii
1710,Ben Ferrer,Sport,2023-10-04,142,Vermont
1711,Ben Ferrer,Meal,2024-08-26,152,Montana
1712,Ben Ferrer,Party,2023-12-18,61,California
1713,Julia West,Sport,2023-10-11,71,Louisiana
1714,Julia West,Sport,2023-01-15,129,Virginia
1715,Julia West,Sport,2024-08-20,122,Tennessee
1716,Cyma Kinney,Sport,2023-02-20,131,Wisconsin
1717,Barry Blumstein,Meal,2023-02-05,198,Rhode Island
1718,Barry Blumstein,Meal,2024-10-26,178,Iowa
1719,Barry Blumstein,Meal,2024-03-04,162,Vermont
1720,Greg Tran,Sport,2023-09-09,93,Kentucky
1721,Greg Tran,Meal,2023-02-19,74,Michigan
1722,Greg Tran,Concert,2024-07-26,182,Michigan
1723,Greg Tran,Meal,2024-12-05,147,Nevada
1724,Greg Tran,Sport,2023-05-12,140,Wyoming
1725,Todd Boyes,Party,2023-08-17,81,Virginia
1726,Todd Boyes,Meal,2023-12-30,158,North Dakota
1727,Ruben Dartt,Meal,2024-08-25,200,Wyoming
1728,Ruben Dartt,Party,2024-03-20,178,South Carolina
1729,Ruben Dartt,Concert,2024-09-17,174,Utah
1730,Ruben Dartt,Concert,2024-10-09,142,Wisconsin
1731,Phillina Ober,Sport,2023-12-02,186,Idaho
1732,Phillina Ober,Party,2023-04-19,120,Massachusetts
1733,Phillina Ober,Sport,2024-04-27,97,Colorado
1734,Jim Karlsson,Meal,2024-06-09,77,Connecticut
1735,Jim Karlsson,Party,2024-12-02,117,Texas
1736,Michael Oakman,Meal,2023-05-15,180,Vermont
1737,Michael Oakman,Party,2024-11-12,129,Maryland
1738,Michael Oakman,Concert,2024-10-19,110,Wisconsin
1739,Michael Oakman,Sport,2023-03-12,186,Nebraska
1740,Michael Oakman,Meal,2024-07-23,133,Alabama
1741,John Lee,Meal,2024-03-26,65,Ohio
1742,John Lee,Sport,2024-02-12,173,New York
1743,John Lee,Sport,2023-10-19,179,Iowa
1744,John Lee,Meal,2024-01-02,124,Idaho
1745,Toby Braunhardt,Sport,2024-01-20,113,Florida
1746,Monica Federle,Concert,2023-05-28,90,New York
1747,Monica Federle,Sport,2024-01-27,158,Wyoming
1748,Monica Federle,Sport,2023-07-15,180,Maine
1749,Monica Federle,Sport,2024-05-05,134,New York
1750,Dan Lawera,Sport,2024-02-07,146,Missouri
1751,Nick Zandusky,Party,2024-08-05,146,Wisconsin
1752,Nick Zandusky,Concert,2024-03-04,77,Indiana
1753,Nick Zandusky,Concert,2023-11-09,194,South Carolina
1754,Catherine Glotzbach,Sport,2024-10-17,69,Massachusetts
1755,Richard Bierner,Sport,2024-01-10,95,Maryland
1756,Richard Bierner,Concert,2023-09-02,123,Arkansas
1757,Richard Bierner,Sport,2024-12-23,80,Nevada
1758,Allen Goldenen,Concert,2024-02-03,131,Maine
1759,Allen Goldenen,Meal,2023-02-21,125,California
1760,Allen Goldenen,Sport,2024-09-10,158,West Virginia
1761,Allen Goldenen,Party,2024-09-13,164,Rhode Island
1762,Dennis Kane,Meal,2024-01-15,53,Nebraska
1763,Dennis Kane,Sport,2024-02-19,63,Louisiana
1764,Dennis Kane,Sport,2024-06-05,149,Maine
1765,Dennis Kane,Sport,2024-06-13,135,West Virginia
1766,Dennis Kane,Party,2023-05-01,110,Connecticut
1767,Art Foster,Sport,2024-10-16,162,Louisiana
1768,Art Foster,Sport,2023-08-26,149,Maine
1769,Art Foster,Concert,2023-01-05,154,Alabama
1770,Ralph Kennedy,Sport,2024-11-11,75,Maryland
1771,Ralph Kennedy,Party,2024-01-31,156,Minnesota
1772,Ralph Kennedy,Party,2023-10-13,67,Arizona
1773,Don Weiss,Party,2023-02-05,149,Arkansas
1774,Don Weiss,Sport,2024-04-14,78,Missouri
1775,Don Weiss,Sport,2024-10-30,161,Wyoming
1776,Eva Jacobs,Party,2023-10-24,192,Kentucky
1777,Luke Schmidt,Concert,2024-03-01,200,Vermont
1778,Luke Schmidt,Meal,2024-11-13,87,West Virginia
1779,Luke Schmidt,Meal,2024-05-05,157,Georgia
1780,Luke Schmidt,Sport,2024-01-03,141,Vermont
1781,David Kendrick,Sport,2024-12-07,72,Georgia
1782,David Kendrick,Meal,2024-04-11,190,Colorado
1783,Pete Kriz,Meal,2024-03-17,78,Arkansas
1784,Pete Kriz,Meal,2023-07-17,104,New Mexico
1785,Pete Kriz,Concert,2024-12-08,87,Vermont
1786,Dave Hallsten,Sport,2023-03-04,137,South Dakota
1787,Annie Thurman,Meal,2024-03-06,117,Missouri
1788,Annie Thurman,Concert,2024-04-07,114,Ohio
1789,Annie Thurman,Sport,2023-06-08,188,Massachusetts
1790,Annie Thurman,Meal,2024-10-01,92,Nebraska
1791,Luke Weiss,Sport,2024-05-30,112,North Carolina
1792,Luke Weiss,Party,2023-05-02,71,Connecticut
1793,Luke Weiss,Concert,2024-10-29,115,Utah
1794,Thais Sissman,Sport,2023-11-16,57,Nebraska
1795,Thais Sissman,Concert,2024-09-22,154,South Dakota
1796,Resi Pölking,Meal,2023-12-17,64,South Dakota
1797,George Ashbrook,Sport,2023-08-14,99,Alabama
1798,Barbara Fisher,Sport,2023-09-09,198,Nebraska
1799,Eric Barreto,Sport,2023-01-14,157,North Dakota
1800,Eric Barreto,Sport,2024-05-03,157,Texas
1801,Eric Barreto,Sport,2024-08-01,117,California
1802,Eric Barreto,Concert,2023-02-27,176,Connecticut
1803,Marc Crier,Meal,2023-01-12,58,Michigan
1804,Marc Crier,Meal,2024-06-10,57,Hawaii
1805,Frank Hawley,Sport,2023-09-01,145,Maryland
1806,Frank Hawley,Concert,2023-03-06,148,Nebraska
1807,Annie Zypern,Meal,2024-07-19,61,New Mexico
1808,Annie Zypern,Sport,2024-11-09,139,Colorado
1809,Annie Zypern,Concert,2024-03-31,100,Missouri
1810,Annie Zypern,Meal,2024-11-11,180,Pennsylvania
1811,Jonathan Howell,Meal,2024-05-11,115,South Dakota
1812,Jonathan Howell,Sport,2024-02-12,63,Mississippi
1813,Jamie Kunitz,Sport,2024-12-06,177,New York
1814,Karen Ferguson,Party,2024-03-01,171,Indiana
1815,Karen Ferguson,Meal,2023-10-03,194,Arkansas
1816,Jim Radford,Meal,2024-08-08,160,Texas
1817,Jim Radford,Meal,2024-03-16,71,Connecticut
1818,Jim Radford,Sport,2024-06-13,162,Arkansas
1819,Jim Radford,Sport,2024-08-17,51,South Dakota
1820,Jim Radford,Concert,2023-09-22,96,Colorado
1821,Dean Braden,Party,2023-06-22,165,Indiana
1822,Greg Hansen,Meal,2023-04-10,165,Maryland
1823,Greg Hansen,Meal,2023-04-28,59,West Virginia
1824,Greg Hansen,Meal,2023-11-30,145,Indiana
1825,Greg Hansen,Concert,2023-11-25,118,Massachusetts
1826,Greg Hansen,Sport,2023-07-24,92,Vermont
1827,Amy Cox,Concert,2023-10-17,182,Alaska
1828,Amy Cox,Party,2024-07-28,91,Delaware
1829,Dana Kaydos,Sport,2023-11-30,198,Maryland
1830,Dana Kaydos,Sport,2024-11-17,59,Iowa
1831,Dana Kaydos,Sport,2024-09-27,165,Connecticut
1832,Dana Kaydos,Meal,2024-01-16,106,Utah
1833,Tiffany House,Sport,2023-02-17,190,New York
1834,Tiffany House,Sport,2023-01-31,63,New York
1835,Tiffany House,Meal,2024-10-17,87,South Carolina
1836,Tiffany House,Party,2024-12-19,134,North Carolina
1837,Tiffany House,Meal,2023-01-26,107,Kansas
1838,Olvera Toch,Concert,2023-10-10,120,Idaho
1839,Olvera Toch,Meal,2024-07-24,84,Florida
1840,Olvera Toch,Sport,2023-12-19,64,Maryland
1841,Guy Armstrong,Party,2024-05-06,56,Iowa
1842,Guy Armstrong,Sport,2023-12-02,190,Wyoming
1843,Karl Braun,Sport,2024-03-20,81,Tennessee
1844,Lindsay Shagiari,Sport,2024-07-02,133,Vermont
1845,Lindsay Shagiari,Sport,2023-10-06,58,Colorado
1846,Patricia Hirasaki,Meal,2023-08-03,139,Wyoming
1847,Patricia Hirasaki,Sport,2024-05-05,97,North Dakota
1848,Patricia Hirasaki,Sport,2023-06-25,59,Hawaii
1849,Mark Packer,Party,2023-08-21,180,Louisiana
1850,Mark Packer,Meal,2024-08-20,125,Kansas
1851,Mark Packer,Meal,2023-09-18,183,Virginia
1852,Mark Packer,Meal,2024-09-05,183,New Hampshire
1853,Mark Packer,Meal,2024-02-11,124,Georgia
1854,Chuck Magee,Meal,2023-05-10,162,Nebraska
1855,Chuck Magee,Meal,2024-02-21,151,Texas
1856,Chuck Magee,Party,2024-04-01,167,Virginia
1857,Chuck Magee,Sport,2023-09-06,167,Oklahoma
1858,Janet Lee,Sport,2024-07-22,97,Nevada
1859,Cynthia Delaney,Party,2024-11-14,131,Rhode Island
1860,Cynthia Delaney,Sport,2024-03-03,124,Maryland
1861,Cynthia Delaney,Meal,2024-04-08,71,Arkansas
1862,Cynthia Delaney,Party,2024-02-04,82,Michigan
1863,Bobby Elias,Party,2024-03-09,97,Indiana
1864,Bobby Elias,Meal,2023-01-29,56,Texas
1865,Bobby Elias,Party,2023-04-13,150,Alabama
1866,Bobby Elias,Meal,2024-03-15,156,Colorado
1867,Bobby Elias,Sport,2024-11-26,120,Ohio
1868,Tracy Poddar,Sport,2023-11-10,93,North Carolina
1869,Tracy Poddar,Meal,2023-09-25,145,Maine
1870,Tracy Poddar,Concert,2024-06-06,151,New Jersey
1871,Fred Harton,Sport,2024-01-16,72,Idaho
1872,Fred Harton,Sport,2024-01-24,88,Utah
1873,Fred Harton,Sport,2024-11-17,191,Indiana
1874,Fred Harton,Sport,2023-02-25,85,South Dakota
1875,Fred Harton,Meal,2023-09-25,71,Wyoming
1876,Grace Kelly,Party,2023-04-18,75,Utah
1877,John Dryer,Concert,2023-06-03,76,New Jersey
1878,John Dryer,Sport,2024-05-14,63,Illinois
1879,John Dryer,Meal,2023-12-20,91,Mississippi
1880,John Dryer,Sport,2024-06-06,127,Arkansas
1881,Nora Pelletier,Party,2023-03-27,67,Michigan
1882,Nora Pelletier,Meal,2023-11-18,124,New Hampshire
1883,Nora Pelletier,Meal,2024-03-23,70,Delaware
1884,Nora Pelletier,Concert,2024-11-17,167,Utah
1885,Natalie Webber,Party,2023-07-11,182,Oregon
1886,Natalie Webber,Concert,2024-04-16,123,Pennsylvania
1887,Natalie Webber,Concert,2024-06-24,166,Alabama
1888,Paul Gonzalez,Concert,2023-05-19,56,Connecticut
1889,Paul Gonzalez,Sport,2023-11-08,115,Maine
1890,Paul Gonzalez,Meal,2023-02-23,188,Minnesota
1891,Stuart Van,Concert,2023-10-24,84,Tennessee
1892,Joe Elijah,Sport,2023-01-14,188,New York
1893,Anthony Jacobs,Meal,2023-02-11,90,Texas
1894,Anthony Jacobs,Concert,2023-12-13,71,Oregon
1895,Anthony Jacobs,Sport,2023-10-27,143,Illinois
1896,Anthony Jacobs,Meal,2024-12-16,101,Alabama
1897,Dianna Wilson,Sport,2023-01-24,178,California
1898,Dianna Wilson,Sport,2024-04-22,185,South Dakota
1899,Robert Barroso,Sport,2024-08-29,138,New Mexico
1900,Robert Barroso,Sport,2023-02-28,171,Missouri
1901,Robert Barroso,Meal,2023-03-11,109,Florida
1902,Robert Barroso,Meal,2023-07-24,124,California
1903,Robert Barroso,Party,2024-05-13,143,South Dakota
1904,Christopher Martinez,Meal,2024-09-27,128,Mississippi
1905,Christopher Martinez,Concert,2023-10-27,121,Kentucky
1906,Christopher Martinez,Meal,2023-06-11,179,Tennessee
1907,Christopher Martinez,Party,2023-04-07,195,Montana
1908,Fred McMath,Meal,2024-02-19,194,Indiana
1909,Fred McMath,Sport,2024-01-24,116,Minnesota
1910,Joseph Airdo,Sport,2024-02-23,144,Colorado
1911,Joseph Airdo,Sport,2024-08-24,57,Delaware
